param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
0.74985043 	4.55964791 	3.24651647 	0.10071439 	0.65077792 	-0.12205432 	0.80316370 	0.80866948 	0.97279556 	0.94535211 	-0.84263650 	1.24866510 	0.93393439 	0.93882669 	0.27547972 	0.03385574 	0.22523123 	0.77686370 	0.6000 	0 
1.23594749 	4.13852894 	2.91509462 	0.01631319 	0.54256229 	-0.32031826 	0.83723969 	0.62472566 	0.98474350 	0.97427857 	-0.78205179 	0.56249699 	0.63824055 	0.69314632 	0.80438952 	0.02171892 	0.99886370 	0.34706674 	0.5804 	1 
1.34453609 	4.32805056 	2.94134287 	0.48181392 	0.67031450 	-0.58465667 	0.91056249 	0.93311616 	0.97473039 	0.98795081 	-1.18748724 	0.11194000 	0.40237602 	0.36407707 	0.61720656 	0.00817788 	0.93586236 	0.30365281 	0.5615 	2 
1.51421256 	4.01979490 	3.19867194 	0.60772997 	0.59880169 	-0.51594157 	0.59097363 	0.27696624 	0.92662642 	0.96532210 	-1.13772610 	-0.53784610 	0.54486275 	0.57696224 	0.09207836 	0.00377500 	0.92327065 	0.16940564 	0.5432 	3 
1.21559815 	3.48611018 	3.27029817 	0.89894175 	0.92939193 	-0.04193293 	0.56527649 	0.24449302 	0.94456122 	0.95290800 	-1.18610039 	-1.05997104 	0.81365587 	0.62642997 	0.16361238 	0.01144542 	0.79956330 	0.37164897 	0.5254 	4 
1.59226050 	3.65801995 	3.32188866 	0.81703305 	0.90883380 	0.17172978 	0.73482238 	0.86514941 	0.94767395 	0.97973449 	-1.44944073 	-1.23490622 	0.62015965 	0.53645374 	0.21493643 	0.00204712 	0.85546936 	0.40818035 	0.5083 	5 
1.54745192 	3.39707400 	3.24335557 	0.64883367 	0.83577623 	0.88705496 	0.35010854 	0.86043177 	0.97261797 	0.90522163 	-1.33974838 	-1.11489586 	0.79024623 	0.68369182 	0.01459032 	0.00242034 	0.37171967 	0.28950960 	0.4917 	6 
1.56254865 	3.33926693 	3.15796405 	0.86094276 	0.92985198 	1.08681116 	0.57659006 	0.94165586 	0.89149716 	0.95063725 	-1.05945014 	-0.83076855 	0.70526234 	0.66652150 	0.28038716 	0.00206075 	0.58398110 	0.19178380 	0.4756 	7 
1.37914372 	3.35596754 	3.16559324 	0.81653443 	0.73159846 	1.17527270 	0.25633766 	0.92972960 	0.86433655 	0.96013843 	-1.17191156 	-0.77766364 	0.60389245 	0.77272632 	0.03653047 	0.00188736 	0.49135118 	0.11375651 	0.4601 	8 
1.09264726 	3.06143473 	3.37792047 	0.88398550 	0.61089265 	0.94412647 	0.30614001 	0.78626938 	0.92113414 	0.94858940 	-1.49292312 	-1.13734097 	0.62951520 	0.74735122 	0.21793476 	0.00144377 	0.78098403 	0.13401519 	0.4451 	9 
1.46623917 	3.13944701 	3.66408440 	0.93026970 	0.71565588 	0.94747000 	0.27108479 	0.86635780 	0.97043890 	0.78352820 	-1.02367366 	-1.61318750 	0.43605331 	0.89767598 	0.14075772 	0.00088944 	0.91427732 	0.14281084 	0.4306 	10 
1.55996428 	3.43182895 	3.49917444 	0.61684011 	0.58823981 	1.13161269 	0.36459235 	0.63219244 	0.81867334 	0.96050596 	-1.16674266 	-1.83703135 	0.60526529 	0.73337105 	0.44715579 	0.00145572 	0.82597278 	0.34404654 	0.4165 	11 
1.86825667 	3.42026079 	3.51077114 	0.37963178 	0.61015122 	1.38475822 	0.50943333 	0.74572245 	0.78493731 	0.95856530 	-1.06771571 	-1.59942148 	0.55146966 	0.87526426 	0.38546267 	0.00209804 	0.86196640 	0.24899301 	0.4029 	12 
1.89749594 	3.63733295 	4.04512541 	0.43916065 	0.30238123 	1.65060895 	0.64366114 	0.59045636 	0.83643046 	0.99070763 	-1.49960896 	-1.67559631 	0.34190844 	0.85257272 	0.36154716 	0.00078059 	0.90827916 	0.34924218 	0.3898 	13 
2.27718645 	3.64991896 	4.15890637 	0.69097325 	0.33688972 	1.72009128 	0.59049450 	0.66788559 	0.89852278 	0.97798546 	-1.49235603 	-1.78774305 	0.43995291 	0.61013752 	0.37061562 	0.00066815 	0.83550169 	0.32097757 	0.3771 	14 
2.42784482 	3.59931663 	4.21875691 	0.77776016 	0.37492186 	1.76525981 	0.64112892 	0.56888401 	0.93726029 	0.93793349 	-1.42347878 	-1.80646556 	0.68924134 	0.46412737 	0.31523326 	0.00082306 	0.77790862 	0.26687047 	0.3648 	15 
2.28480007 	3.70144195 	4.01712767 	0.95362146 	0.42775234 	1.71131113 	0.49771949 	0.54829496 	0.92399701 	0.96552323 	-1.53542896 	-1.77899741 	0.51226248 	0.54481735 	0.24579258 	0.00137231 	0.82877167 	0.28023645 	0.3528 	16 
2.16673699 	3.89315493 	3.91522050 	0.94661331 	0.35358172 	1.64963593 	0.26320914 	0.68118714 	0.91846008 	0.98178045 	-1.48436907 	-1.59493510 	0.38349230 	0.54518306 	0.14739320 	0.00121098 	0.71787838 	0.31909669 	0.3413 	17 
2.26975158 	3.80159778 	3.93754014 	0.92604089 	0.30707569 	1.46728759 	0.19144959 	0.83939872 	0.97787556 	0.90858647 	-1.32115955 	-1.75639177 	0.42109541 	0.77992022 	0.23230456 	0.00181205 	0.63224616 	0.30244167 	0.3302 	18 
2.22581425 	3.68755683 	3.83976603 	0.96593948 	0.19398803 	1.32964048 	0.36135177 	0.91568937 	0.91301099 	0.89720341 	-1.31239574 	-1.84304624 	0.57904457 	0.93570485 	0.17713016 	0.00180098 	0.55381181 	0.17885840 	0.3194 	19 
2.33103661 	3.69511609 	3.69538648 	0.89034226 	0.28261174 	1.33122168 	0.26937680 	0.84910757 	0.94695455 	0.89583536 	-1.43735106 	-1.86529760 	0.40851776 	0.92574609 	0.17457376 	0.00187544 	0.43169634 	0.18239031 	0.3090 	20 
